InventoryID,Glottocode,LanguageName,GlyphID,Source,Allophones,Phoneme,SegmentClass,nasal,PhonemeOld,base,ISO6393,name,isocodes,level,macroarea,latitude,longitude
7,kuru1302,Kurukh,0061,spa,a,a,vowel,-,a,a,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0061+02D0,spa,aː,a,vowel,-,aː,a,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0061+0303,spa,ã,ã,vowel,+,ã,a,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0061+0303+02D0,spa,ãː,ã,vowel,+,ãː,a,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0065+031E,spa,e̞,e,vowel,-,e̞,e,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0065+031E+02D0,spa,e̞ː,e,vowel,-,e̞ː,e,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0065+031E+0303,spa,ẽ̞,ẽ,vowel,+,ẽ̞,e,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0065+031E+0303+02D0,spa,ẽ̞ː,ẽ,vowel,+,ẽ̞ː,e,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0069,spa,i,i,vowel,-,i,i,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0069+02D0,spa,iː,i,vowel,-,iː,i,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0069+0303,spa,ĩ,ĩ,vowel,+,ĩ,i,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0069+0303+02D0,spa,ĩː,ĩ,vowel,+,ĩː,i,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,006F+031E,spa,o̞,o,vowel,-,o̞,o,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,006F+031E+02D0,spa,o̞ː,o,vowel,-,o̞ː,o,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,006F+031E+0303,spa,õ̞,õ,vowel,+,õ̞,o,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,006F+031E+0303+02D0,spa,õ̞ː,õ,vowel,+,õ̞ː,o,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0075,spa,u,u,vowel,-,u,u,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0075+02D0,spa,uː,u,vowel,-,uː,u,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0075+0303,spa,ũ,ũ,vowel,+,ũ,u,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0075+0303+02D0,spa,ũː,ũ,vowel,+,ũː,u,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0259,spa,ɐ ə ɪ̈,ə,vowel,-,ə,ə,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
7,kuru1302,Kurukh,0259+02D0,spa,əː,ə,vowel,-,əː,ə,kru,Kurukh,kru,language,Eurasia,24.4644,86.4657
16,mand1415,Mandarin Chinese,0061,spa,ɐ ɜ æ a̟ ɑ a,a,vowel,-,a,a,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0061+02DE,spa,a˞ ɐ˞,a,vowel,-,a˞,a,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0061+031F+02DE,spa,a̟˞ ɜ˞,a,vowel,-,a̟˞,a,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0069,spa,i̥ ɻ̩ i s̞̩ ɻ̥̩ z̞̩,i,vowel,-,i,i,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0075,spa,u v̩ u̥ ʊ f̩ uɘ u,u,vowel,-,u,u,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0075+02DE,spa,u˞,u,vowel,-,u˞,u,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0079,spa,y y̥,y,vowel,-,y,y,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0251+0303+02DE,spa,ɐ̃˞ ɑ̃˞,ɑ̃,vowel,+,ɑ̃˞,ɑ,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0259+02DE,spa,ə˞,ə,vowel,-,ə˞,ə,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0259+0303+02DE,spa,ə̃˞,ə̃,vowel,+,ə̃˞,ə,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0264,spa,oɤ ɤ e ə e̞ ɪ ɤ o,ɤ,vowel,-,ɤ,ɤ,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
16,mand1415,Mandarin Chinese,0264+02DE,spa,oɤ˞ e̞˞ ɤ˞,ɤ,vowel,-,ɤ˞,ɤ,cmn,Mandarin Chinese,cmn,language,Eurasia,40.0209,116.228
17,wuch1236,Wu,0061,spa,æ ă ɑ a,a,vowel,-,a,a,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,0069,spa,i,i,vowel,-,i,i,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,0069+0303,spa,ĩ,ĩ,vowel,+,ĩ,i,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,006F+031E,spa,ɔ̆ o̞,o,vowel,-,o̞,o,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,006F+031E+0303,spa,õ̞,õ,vowel,+,õ̞,o,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,0075,spa,u z̞̩ʷ,u,vowel,-,u,u,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,0079,spa,y,y,vowel,-,y,y,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,00E6+0303,spa,æ̃,æ̃,vowel,+,æ̃,æ,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
17,wuch1236,Wu,0259+031F,spa,ə̟ ɤ̞ ə̟̆,ə,vowel,-,ə̟,ə,wuu,Wu Chinese,wuu,language,Eurasia,29.8621,119.682
64,tolo1259,Chasta Costa,0061,spa,ɔ a,a,vowel,-,a,a,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0061+02D0,spa,aː,a,vowel,-,aː,a,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0061+0303,spa,ã,ã,vowel,+,ã,a,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0061+0303+02D0,spa,ãː,ã,vowel,+,ãː,a,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0065+031E,spa,e̞,e,vowel,-,e̞,e,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0065+031E+02D0,spa,e̞ː,e,vowel,-,e̞ː,e,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0069,spa,i,i,vowel,-,i,i,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0069+02D0,spa,iː,i,vowel,-,iː,i,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0069+0303,spa,ĩ,ĩ,vowel,+,ĩ,i,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0069+0303+02D0,spa,ĩː,ĩ,vowel,+,ĩː,i,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0075,spa,o u,u,vowel,-,u,u,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0075+02D0,spa,uː,u,vowel,-,uː,u,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0075+0303,spa,ũ,ũ,vowel,+,ũ,u,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0075+0303+02D0,spa,ũː,ũ,vowel,+,ũː,u,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
64,tolo1259,Chasta Costa,0259,spa,ɨ ə̃ ʊ ə,ə,vowel,-,ə,ə,tol,Tolowa-Chetco,tol,language,North America,41.9192,-124.1
72,east2542,Ojibwa,0061,spa,ə̥̆ a ã ʌ a ə̆ ã a a a a a,a,vowel,-,a,a,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,0061+02D0,spa,ɒː aː ãː,a,vowel,-,aː,a,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,0061+0303+02D0,spa,ãː,ã,vowel,+,ãː,a,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,0069+02D0,spa,iː ĩː,i,vowel,-,iː,i,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,0069+0303+02D0,spa,ĩː,ĩ,vowel,+,ĩː,i,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,006F+02D0,spa,õː uː oː,o,vowel,-,oː,o,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,006F+0303+02D0,spa,õː,õ,vowel,+,õː,o,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,025B+02D0,spa,ɛː æː ɛ̃ː,ɛ,vowel,-,ɛː,ɛ,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,025B+0303+02D0,spa,ɛ̃ː,ɛ̃,vowel,+,ɛ̃ː,ɛ,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,026A,spa,ɪ ɪ̃ j ɛ ɪ ɪ̃ ɪ ɪ ɪ ɪ,ɪ,vowel,-,ɪ,ɪ,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
72,east2542,Ojibwa,028A,spa,ʊ ʊ ʊ ʊ̆ ʊ̃ ʊ ʊ ʊ̥̆ w ʊ̃ ʊ,ʊ,vowel,-,ʊ,ʊ,ojg,Eastern Ojibwa,ojg,language,North America,45.0112,-79.7503
73,unam1242,Delaware,0061,spa,a,a,vowel,-,a,a,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0061+02D0,spa,aː,a,vowel,-,aː,a,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0061+0303+02D0,spa,ãː,ã,vowel,+,ãː,a,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0069,spa,i,i,vowel,-,i,i,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0069+02D0,spa,iː,i,vowel,-,iː,i,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0069+0303+02D0,spa,ĩː,ĩ,vowel,+,ĩː,i,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0075,spa,u,u,vowel,-,u,u,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0075+02D0,spa,uː,u,vowel,-,uː,u,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0075+0303+02D0,spa,ũː,ũ,vowel,+,ũː,u,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,00E6+02D0,spa,æː,æ,vowel,-,æː,æ,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,00E6+0303+02D0,spa,æ̃ː,æ̃,vowel,+,æ̃ː,æ,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0254,spa,ɔ,ɔ,vowel,-,ɔ,ɔ,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0254+02D0,spa,ɔː,ɔ,vowel,-,ɔː,ɔ,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0254+0303+02D0,spa,ɔ̃ː,ɔ̃,vowel,+,ɔ̃ː,ɔ,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0259,spa,ə,ə,vowel,-,ə,ə,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,0259+0303+02D0,spa,ə̃ː,ə̃,vowel,+,ə̃ː,ə,unm,Unami,unm,language,North America,35.0264,-98.3201
73,unam1242,Delaware,025B,spa,ɛ,ɛ,vowel,-,ɛ,ɛ,unm,Unami,unm,language,North America,35.0264,-98.3201
75,lako1247,Dakota,0061,spa,a,a,vowel,-,a,a,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0061+0303,spa,ã,ã,vowel,+,ã,a,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0065+031E,spa,ɛ e̞,e,vowel,-,e̞,e,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0069,spa,i,i,vowel,-,i,i,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0069+0303,spa,ĩ,ĩ,vowel,+,ĩ,i,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,006F,spa,o,o,vowel,-,o,o,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0075,spa,u,u,vowel,-,u,u,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0075+0303,spa,ũ,ũ,vowel,+,ũ,u,lkt,Lakota,lkt,language,North America,46.3699,-103.95
75,lako1247,Dakota,0259+0306,spa,ə̆,ə,vowel,-,ə̆,ə,lkt,Lakota,lkt,language,North America,46.3699,-103.95
77,onei1249,Oneida,0061,spa,ḁ a,a,vowel,-,a,a,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0061+02D0,spa,aː,a,vowel,-,aː,a,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0065+031E,spa,e̞̥ e̞,e,vowel,-,e̞,e,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0065+031E+02D0,spa,e̞ː,e,vowel,-,e̞ː,e,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0069,spa,i i̥,i,vowel,-,i,i,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0069+02D0,spa,iː,i,vowel,-,iː,i,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0259+0303,spa,ə̃ ə̥̃,ə̃,vowel,+,ə̃,ə,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0259+0303+02D0,spa,ə̃ː,ə̃,vowel,+,ə̃ː,ə,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0264+031E,spa,ɤ̞ ɤ̞̥,ɤ,vowel,-,ɤ̞,ɤ,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,0264+031E+02D0,spa,ɤ̞ː,ɤ,vowel,-,ɤ̞ː,ɤ,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,026F+0303,spa,ɯ̥̃ ɯ̃,ɯ̃,vowel,+,ɯ̃,ɯ,one,Oneida,one,language,North America,43.438742,-75.708106
77,onei1249,Oneida,026F+0303+02D0,spa,ɯ̃ː,ɯ̃,vowel,+,ɯ̃ː,ɯ,one,Oneida,one,language,North America,43.438742,-75.708106
78,yuch1247,Yuchi,0061,spa,a,a,vowel,-,a,a,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0061+02D0,spa,aː,a,vowel,-,aː,a,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0061+0303,spa,ã,ã,vowel,+,ã,a,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0061+0303+02D0,spa,ãː,ã,vowel,+,ãː,a,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0065,spa,e e̞,e,vowel,-,e,e,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0065+02D0,spa,e̞ː eː,e,vowel,-,eː,e,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0065+031E+0303,spa,ẽ ɛ̃ ẽ̞,ẽ,vowel,+,ẽ̞,e,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0065+031E+0303+02D0,spa,ẽː ɛ̃ː ẽ̞ː,ẽ,vowel,+,ẽ̞ː,e,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0069,spa,i,i,vowel,-,i,i,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0069+02D0,spa,iː,i,vowel,-,iː,i,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,006F,spa,ɤ ɤ̞ o̞ o,o,vowel,-,o,o,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,006F+02D0,spa,oː ɤː ɤ̞ː o̞ː,o,vowel,-,oː,o,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,006F+031E+0303,spa,ʌ̃ ɔ̃ ɤ̞̃ õ ɤ̃ õ̞,õ,vowel,+,õ̞,o,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,006F+031E+0303+02D0,spa,ʌ̃ː õː ɔ̃ː õ̞ː ɤ̞̃ː ɤ̃ː,õ,vowel,+,õ̞ː,o,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0075,spa,u ɯ,u,vowel,-,u,u,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,0075+02D0,spa,uː ɯː,u,vowel,-,uː,u,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,00E6,spa,æ,æ,vowel,-,æ,æ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,00E6+02D0,spa,æː,æ,vowel,-,æː,æ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,00E6+0303,spa,æ̃,æ̃,vowel,+,æ̃,æ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,00E6+0303+02D0,spa,æ̃ː,æ̃,vowel,+,æ̃ː,æ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,026A+0303,spa,ɪ̃,ɪ̃,vowel,+,ɪ̃,ɪ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,026A+0303+02D0,spa,ɪ̃ː,ɪ̃,vowel,+,ɪ̃ː,ɪ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,028A,spa,ʊ ɶ̝,ʊ,vowel,-,ʊ,ʊ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,028A+02D0,spa,ɶ̝ː ʊː,ʊ,vowel,-,ʊː,ʊ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,028A+0303,spa,ɯ̞̃ ʊ̃,ʊ̃,vowel,+,ʊ̃,ʊ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
78,yuch1247,Yuchi,028A+0303+02D0,spa,ʊ̃ː ɯ̞̃ː,ʊ̃,vowel,+,ʊ̃ː,ʊ,yuc,Yuchi,yuc,language,North America,35.75,-86.75
85,taba1266,Chontal,0061,spa,a̰ ḁ a,a,vowel,-,a,a,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0061+0303+02D0,spa,ãː,ã,vowel,+,ãː,a,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0065+031E,spa,e̞ e̞̥ e̞̰,e,vowel,-,e̞,e,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0065+031E+0303+02D0,spa,ẽ̞ː,ẽ,vowel,+,ẽ̞ː,e,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0069,spa,i̥ ḭ i,i,vowel,-,i,i,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0069+0303+02D0,spa,ĩː,ĩ,vowel,+,ĩː,i,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,006F+031E,spa,o̞̰ o̞̥ o̞,o,vowel,-,o̞,o,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,006F+031E+0303+02D0,spa,õ̞ː,õ,vowel,+,õ̞ː,o,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0075,spa,ṵ u u̥,u,vowel,-,u,u,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0075+0303+02D0,spa,ũː,ũ,vowel,+,ũː,u,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0259,spa,ə̥ ə̰ ə,ə,vowel,-,ə,ə,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
85,taba1266,Chontal,0259+0303+02D0,spa,ə̃ː,ə̃,vowel,+,ə̃ː,ə,chf,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
88,karo1304,Karok,0061,spa,a ə a̟,a,vowel,-,a,a,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,0061+02D0,spa,aː a̟ː,a,vowel,-,aː,a,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,0061+0303,spa,ã,ã,vowel,+,ã,a,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,0065+02D0,spa,ɛː eː,e,vowel,-,eː,e,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,0069,spa,ɪ i,i,vowel,-,i,i,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,0069+02D0,spa,iː,i,vowel,-,iː,i,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,0069+0303,spa,ĩ,ĩ,vowel,+,ĩ,i,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,006F+02D0,spa,oː,o,vowel,-,oː,o,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,025B,spa,ɛ,ɛ,vowel,-,ɛ,ɛ,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,028A,spa,ʊ,ʊ,vowel,-,ʊ,ʊ,kyh,Karok,kyh,language,North America,41.8228,-123.315
88,karo1304,Karok,028A+02D0,spa,ʊː ʊ̈ː,ʊ,vowel,-,ʊː,ʊ,kyh,Karok,kyh,language,North America,41.8228,-123.315
92,picu1248,Tiwa,0065,spa,e̞ ɛ e,e,vowel,-,e,e,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0065+0303,spa,ɛ̃ ẽ̞ ẽ,ẽ,vowel,+,ẽ,e,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0069,spa,ɪ i,i,vowel,-,i,i,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0069+0303,spa,ɪ̃ ĩ,ĩ,vowel,+,ĩ,i,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,006F,spa,ɔ o o̞,o,vowel,-,o,o,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,006F+0303,spa,ɔ̃ õ õ̞,õ,vowel,+,õ,o,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0075,spa,u,u,vowel,-,u,u,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0075+0303,spa,ũ,ũ,vowel,+,ũ,u,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0251,spa,ɑ,ɑ,vowel,-,ɑ,ɑ,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0251+0303,spa,ɑ̃,ɑ̃,vowel,+,ɑ̃,ɑ,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0259,spa,ə,ə,vowel,-,ə,ə,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
92,picu1248,Tiwa,0259+0303,spa,ə̃,ə̃,vowel,+,ə̃,ə,twf,Picuris Northern Tiwa,NA,language,North America,37.083011,-105.267144
93,tewa1260,Tewa,0061+031F,spa,a̟,a,vowel,-,a̟,a,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0061+031F+02D0,spa,a̟ː,a,vowel,-,a̟ː,a,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0061+031F+0303,spa,ã̟,ã,vowel,+,ã̟,a,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0061+031F+0303+02D0,spa,ã̟ː,ã,vowel,+,ã̟ː,a,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0065+02D0,spa,eː,e,vowel,-,eː,e,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0065+031E,spa,e̞ e̞,e,vowel,-,e̞,e,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0069,spa,ɪ i,i,vowel,-,i,i,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0069+02D0,spa,iː,i,vowel,-,iː,i,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0069+0303,spa,ĩ,ĩ,vowel,+,ĩ,i,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,006F+02D0,spa,oː,o,vowel,-,oː,o,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,006F+031E,spa,o̞ ɔ,o,vowel,-,o̞,o,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
93,tewa1260,Tewa,0075,spa,u,u,vowel,-,u,u,tew,Rio Grande Tewa,tew,language,North America,35.9053,-106.124
